"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"4927","S01011432",5075,6242,5521,4309,5227,3625,4910,34909,6371
"4928","S01011433",589,6793,2757,309,6750,6130,2876,26204,3724
"4929","S01011434",4399,4885,5640,4588,4432,3626,3033,30603,5250
"4930","S01011435",2435,3329,2251,3647,1605,2035,5654,20956,2309
"4931","S01011436",1802,6120,5879,4223,6378,6038,4523,34963,6383
"4932","S01011437",2868,6332,6487,3779,5992,5411,1654,32523,5859
"4933","S01011438",960,6831,5625,1097,6805,6684,2906,30908,5346
"4934","S01011439",2849,6572,5371,3788,5294,4939,6247,35060,6402
"4935","S01011440",3767,6777,6349,3582,5870,4564,2150,33059,6005
"4936","S01011441",2777,6424,6318,2806,6078,5831,1333,31567,5580
"4937","S01011442",3635,6522,6387,3668,5284,5114,3363,33973,6203
"4938","S01011443",4739,6645,6414,3218,5586,5412,4174,36188,6588
"4939","S01011444",2933,6691,6138,1951,6338,5930,4129,34110,6235
"4940","S01011445",1917,4665,3494,2774,4450,4110,1923,23333,2890
"4941","S01011446",584,4693,546,6772,2312,3627,4490,23024,2800
"4942","S01011447",2195,5609,5263,408,6006,5269,1940,26690,3903
"4943","S01011448",3841,3783,4084,3698,3198,4111,3171,25886,3635
"4944","S01011449",4833,6111,6436,5437,6057,6131,1009,36014,6564
"4945","S01011450",2020,3273,2182,370,2986,2441,1099,14371,929
"4946","S01011451",77,1554,15,6664,979,1623,3327,14239,907
"4947","S01011452",3220,3195,3563,2759,3050,3628,3889,23304,2881
"4948","S01011453",2379,4773,5344,2415,4040,5115,2038,26104,3695
"4949","S01011454",3173,5474,5291,1453,5904,5116,2509,28920,4654
"4950","S01011455",4227,6117,5916,2621,5955,5686,2342,32864,5958
"4951","S01011456",4766,5936,6178,3859,5968,5832,2499,35038,6397
"4952","S01011457",2897,5943,5013,1024,6317,5413,1156,27763,4267
"4953","S01011458",674,2118,645,675,2709,2442,1228,10491,402
"4954","S01011459",469,2624,1870,452,3663,4565,2390,16033,1244
"4955","S01011460",1694,4010,3181,398,5976,4940,5669,25868,3630
"4956","S01011461",1443,5610,4481,1387,5583,6039,1395,25938,3647
"4957","S01011462",2410,3475,5154,3511,4189,4941,1599,25279,3445
"4958","S01011463",914,4317,621,6106,2489,2036,1384,17867,1625
"4959","S01011464",144,1363,231,419,2754,2443,2511,9865,328
"4960","S01011465",1139,6175,4977,601,6613,6630,1526,27661,4222
"4961","S01011466",1609,5561,3809,5649,5823,5687,2306,30444,5199
"4962","S01011467",2355,3818,2493,1093,5097,5117,24,19997,2089
"4963","S01011468",149,1737,254,51,1405,630,184,4410,32
"4964","S01011469",512,5137,3394,481,6393,5833,114,21864,2514
"4965","S01011470",2766,4447,5725,4127,5236,5118,1015,28434,4480
"4966","S01011471",6230,3804,6280,5842,4878,4112,2744,33890,6187
"4967","S01011472",2147,5238,6702,3883,6949,6719,1762,33400,6084
"4968","S01011473",5172,6689,6811,6709,6759,6566,2467,41173,6928
"4969","S01011474",5558,5577,6841,6014,6642,6132,400,37164,6691
"4970","S01011475",5917,6251,6910,6172,6903,6817,1583,40553,6915
"4971","S01011476",6149,1342,1712,2231,1414,631,282,13761,826
"4972","S01011477",6700,1618,1273,2311,1213,632,1990,15737,1190
"4973","S01011478",2540,960,1078,3320,1633,1624,2679,13834,836
"4974","S01011479",5569,1785,2173,6311,1231,2037,1681,20787,2278
"4975","S01011480",4746,957,2080,3508,1253,2038,536,15118,1070
"4976","S01011481",1125,3245,1753,1285,3258,3120,420,14206,902
"4977","S01011482",4534,4878,6017,3006,5758,5414,1972,31579,5586
"4978","S01011483",5319,1418,2166,2412,955,2039,210,14519,953
"4979","S01011484",2810,6353,6070,2476,6352,6133,2162,32356,5810
"4980","S01011485",1414,6506,5698,785,6238,6336,4058,31035,5402
"4981","S01011486",2527,6423,5994,912,6740,6631,25,29252,4778
"4982","S01011487",1848,6082,5641,389,6401,5688,1440,27489,4168
"4983","S01011488",1371,6756,6053,690,6282,6753,1018,28923,4655
"4984","S01011489",158,2582,1012,81,4050,2444,1983,12310,606
"4985","S01011490",4505,5139,5487,3977,5300,5546,5034,34988,6388
"4986","S01011491",2561,6135,5861,4353,6536,6632,974,33052,6003
"4987","S01011492",1046,4502,5294,4362,5174,6720,3365,30463,5205
"4988","S01011493",518,1013,374,50,907,207,3018,6087,85
"4989","S01011494",3727,5952,5568,3681,5603,4942,2316,31789,5655
"4990","S01011495",2727,5812,5508,2910,6335,6134,15,29441,4860
"4991","S01011496",1061,6408,4385,991,6873,6235,1145,27098,4045
"4992","S01011497",1536,3363,1021,1935,1891,3379,3193,16318,1298
"4993","S01011498",708,2754,495,226,1856,2040,4602,12681,654
"4994","S01011499",3688,4306,4208,3114,4185,4334,2765,26600,3863
"4995","S01011500",3821,4949,5860,1776,4401,4566,5241,30614,5257
"4996","S01011501",1972,6787,6641,2662,6560,6818,1166,32606,5880
"4997","S01011502",4310,6163,4962,1332,5425,4751,4235,31178,5456
"4998","S01011503",2940,5887,5178,1616,4691,5270,3850,29432,4854
"4999","S01011504",1872,5507,2224,5815,3067,4113,3034,25632,3548
"5000","S01011505",677,5396,4500,1952,5715,5547,4498,28285,4437
"5001","S01011506",4873,5127,6171,4875,4317,3867,3540,32770,5931
"5002","S01011507",3178,5950,5424,4533,5451,4752,5270,34558,6310
"5003","S01011508",1545,4014,2664,2742,4803,4335,1371,21474,2416
"5004","S01011509",3570,5105,4614,2326,3870,3868,1051,24404,3165
"5005","S01011510",1683,5992,3679,423,5761,5689,554,23781,3009
"5006","S01011511",2583,6827,5562,3458,6455,6135,2270,33290,6059
"5007","S01011512",1663,6732,5890,987,6824,6787,1197,30080,5083
"5008","S01011513",2176,6536,6101,1872,6558,6633,1651,31527,5569
"5009","S01011514",2163,6672,5182,488,6397,5548,948,27398,4136
"5010","S01011515",3199,4145,3710,5181,1950,3629,4453,26267,3735
"5011","S01011516",2841,2353,1347,1070,1504,1117,751,10983,440
"5012","S01011517",3494,6208,5648,1826,4363,3630,4298,29467,4868
"5013","S01011518",3768,6806,6192,4616,6187,5690,2519,35778,6529
"5014","S01011519",4016,6520,5441,2630,5776,4753,1412,30548,5228
"5015","S01011520",2503,6868,5588,3226,6585,6236,929,31935,5694
"5016","S01011521",2016,5466,4659,2223,5773,6337,1549,28023,4355
"5017","S01011522",3607,5367,6553,4267,6169,6040,1899,33902,6191
"5018","S01011523",1490,6106,3903,4312,4652,5271,2026,27760,4265
"5019","S01011524",5009,4226,4336,3432,3262,2445,2202,24912,3319
"5020","S01011525",4807,4903,6296,713,3759,3380,2793,26651,3890
"5021","S01011526",3734,5149,4357,1459,4388,3869,3262,26218,3728
"5022","S01011527",6428,4363,3941,3496,3095,2778,3446,27547,4183
"5023","S01011528",3610,5771,6404,4344,5893,5691,2353,34066,6221
"5024","S01011529",1685,6634,5873,3276,6655,6685,1178,31986,5709
"5025","S01011530",3224,6166,6344,4596,6090,5692,1472,33584,6131
"5026","S01011531",2845,3348,4051,1937,3763,3381,766,20091,2111
"5027","S01011532",862,2115,873,157,2342,633,4785,11767,533
"5028","S01011533",5427,6273,6853,3963,6452,6686,1361,37015,6677
"5029","S01011534",2991,5067,5405,1406,5739,4754,4954,30316,5158
"5030","S01011535",3663,6797,6249,4796,6612,6634,2864,37615,6744
"5031","S01011536",5484,1858,1748,2731,1321,1625,547,15314,1106
"5032","S01011537",1859,1479,1003,2834,818,2041,2010,12044,565
"5033","S01011538",4900,1622,1159,2570,487,1626,3329,15693,1179
"5034","S01011539",2431,6311,5951,3063,5766,5931,254,29707,4951
"5035","S01011540",3031,6062,4783,1553,4887,4114,390,24820,3288
"5036","S01011541",835,6670,2975,1282,6094,6041,2838,26735,3922
"5037","S01011542",2155,6535,4999,1195,5735,5549,3304,29472,4869
"5038","S01011543",1294,6906,5175,499,6622,6136,1223,27855,4294
"5039","S01011544",3832,6896,6217,1720,6298,5932,2248,33143,6026
"5040","S01011545",2823,6627,3813,5304,4586,4567,3919,31639,5609
"5041","S01011546",555,1757,454,46,885,1118,4664,9479,293
"5042","S01011547",346,2058,552,112,1365,208,3216,7857,175
"5043","S01011548",3466,4937,4709,3497,3569,4943,1172,26293,3749
"5044","S01011549",5714,3565,3538,2342,2574,2446,1312,21491,2422
"5045","S01011550",6323,1588,1868,2821,1507,209,3943,18259,1722
"5046","S01011551",2671,4197,4123,1820,3768,3631,5640,25850,3622
"5047","S01011552",4427,3309,3603,1376,1999,2447,2537,19698,2022
"5048","S01011553",300,898,352,58,1541,634,681,4464,38
"5049","S01011554",5243,6560,5963,4761,3952,5415,4292,36186,6587
"5050","S01011555",1303,6344,4134,1196,5786,5119,494,24376,3152
"5051","S01011556",2962,6268,5818,1878,5809,6137,249,29121,4726
"5052","S01011557",2504,6510,5538,1252,5210,5933,2592,29539,4899
"5053","S01011558",1586,6478,4648,804,6353,6042,1935,27846,4289
"5054","S01011559",2133,6820,6120,1742,5669,6500,2517,31501,5561
"5055","S01011560",2490,6671,5597,2484,5648,5550,2244,30684,5282
"5056","S01011561",1899,6291,6024,649,5889,5120,2445,28317,4444
"5057","S01011562",778,6362,3340,338,6773,6420,6033,30044,5073
"5058","S01011563",984,6363,5770,260,6610,6138,2195,28320,4445
"5059","S01011564",1738,5260,3853,1105,4263,4115,833,21167,2354
"5060","S01011565",1774,5649,3990,877,5293,5416,4598,27597,4195
"5061","S01011566",1322,6124,4650,565,6429,6338,3974,29402,4841
"5062","S01011567",5227,6609,6461,4694,5880,5121,1484,35476,6479
"5063","S01011568",1605,5018,4001,449,3530,3382,2436,20421,2187
"5064","S01011569",3605,4771,4697,2829,4268,4568,1567,26305,3758
"5065","S01011570",3114,6384,6738,2872,5046,5834,1737,31725,5637
"5066","S01011571",4051,6207,6830,6263,6548,6567,4198,40664,6919
"5067","S01011572",3702,5000,5101,4240,5342,5835,5030,34250,6263
"5068","S01011573",2033,4049,2844,1156,4518,3632,3258,21490,2421
"5069","S01011574",1423,4781,3004,333,3667,3121,275,16604,1363
"5070","S01011575",1379,5343,3948,1090,4807,4944,1095,22606,2684
"5071","S01011576",6946,6921,6781,2692,6875,6754,316,37285,6709
"5072","S01011577",2160,3873,5620,2183,4560,5272,4688,28356,4462
"5073","S01011578",2572,5178,5474,769,6404,6237,4035,30669,5277
"5074","S01011579",4951,1558,2268,1825,1009,1627,1986,15224,1090
"5075","S01011580",642,4430,2688,244,5743,5417,4801,23965,3051
"5076","S01011581",5497,6617,6941,6033,6689,6788,2809,41374,6937
"5077","S01011582",4850,1467,3354,4489,865,2779,1470,19274,1930
"5078","S01011583",2745,4377,3982,4235,4859,5418,695,26311,3761
"5079","S01011584",3460,6141,6078,3356,5304,5419,3391,33149,6027
"5080","S01011585",2548,5462,5968,1704,4626,5122,3143,28573,4521
"5081","S01011586",2750,5879,5720,4003,4658,5934,2865,31809,5659
"5082","S01011587",793,5940,4152,650,6068,6043,3998,27644,4216
"5083","S01011588",1393,6156,5465,404,5612,6139,1447,26616,3876
"5084","S01011589",3589,5215,5147,1662,4457,4569,1891,26530,3835
"5085","S01011590",2762,5731,5833,1968,5933,5273,2938,30438,5197
"5086","S01011591",1760,6355,6699,3015,6461,6501,3725,34516,6307
"5087","S01011592",2392,6402,6358,2393,6574,6140,1721,31980,5707
"5088","S01011593",2881,4686,4797,3028,4749,4336,3108,27585,4194
"5089","S01011594",5097,5174,6166,5055,4579,5274,1344,32689,5906
"5090","S01011595",3113,1564,3023,5196,1034,3122,3991,21043,2335
"5091","S01011596",3384,2901,4686,5058,3081,4755,4192,28057,4366
"5092","S01011597",6416,3719,5622,5324,1777,3383,4403,30644,5266
"5093","S01011598",550,6602,6967,800,6971,6954,543,29387,4836
"5094","S01011599",3077,5526,5375,2368,4396,4945,4450,30137,5097
"5095","S01011600",5078,5014,6214,4826,4566,5551,2367,33616,6139
"5096","S01011601",1639,3005,649,245,1244,1628,3254,11664,519
"5097","S01011602",696,5823,1306,6048,4320,4946,4125,27264,4093
"5098","S01011603",4794,6356,6768,5910,6268,6421,475,36992,6672
"5099","S01011604",2397,5932,6350,171,6746,5693,1628,28917,4652
"5100","S01011605",4082,5679,5869,4025,4369,4116,3315,31455,5547
"5101","S01011606",324,2070,335,115,1713,1629,811,6997,129
"5102","S01011607",4291,2856,1430,1852,626,2780,2441,16276,1292
"5103","S01011608",979,2935,1250,487,1775,1630,1624,10680,417
"5104","S01011609",1042,6772,6412,1701,6797,6902,1514,31140,5441
"5105","S01011610",1693,6224,5373,1380,6471,6422,1527,29090,4715
"5106","S01011611",3009,4322,1676,5538,2080,2448,4393,23466,2922
"5107","S01011612",97,630,165,87,1190,635,747,3551,21
"5108","S01011613",6641,2550,3501,2260,1499,1119,3992,21562,2440
"5109","S01011614",3873,3977,6016,3164,3977,3870,2633,27510,4173
"5110","S01011615",2014,5658,5259,724,5458,5694,2817,27624,4206
"5111","S01011616",3062,6354,5985,3962,5847,5935,2046,33191,6038
"5112","S01011617",4113,6810,5513,4516,4683,5836,1852,33323,6066
"5113","S01011618",2138,6607,4572,1003,4654,5695,1706,26375,3783
"5114","S01011619",1459,2932,1404,547,1878,2042,2406,12668,648
"5115","S01011620",200,1738,306,153,1596,1120,1711,6824,113
"5116","S01011621",2131,4512,2085,614,3063,3633,471,16509,1338
"5117","S01011622",968,2297,445,390,1167,210,2481,7958,182
"5118","S01011623",3732,5942,5660,1727,5228,5123,2352,29764,4970
"5119","S01011624",1467,3951,2674,710,3214,4756,3130,19902,2070
"5120","S01011625",5133,5025,5558,1545,5813,5552,3970,32596,5876
"5121","S01011626",1628,1706,907,189,1568,1121,3269,10388,384
"5122","S01011627",857,1849,522,151,1628,1631,5386,12024,562
"5123","S01011628",2992,3441,3064,2033,1898,2043,3836,19307,1942
"5124","S01011629",2747,6561,5453,848,4513,4947,4468,29537,4897
"5125","S01011630",3450,5325,5464,1080,4818,5275,2024,27436,4149
"5126","S01011631",626,6544,4971,607,6781,6568,1233,27330,4118
"5127","S01011632",1790,6622,5329,920,6028,6141,2540,29370,4828
"5128","S01011633",2825,6434,5903,1827,6253,5936,1892,31070,5416
"5129","S01011634",1338,5982,5200,1034,6258,6238,2972,29022,4690
"5130","S01011635",3625,5623,5819,1022,6448,5837,1451,29825,4995
"5131","S01011636",1345,6656,5041,640,5861,6239,1835,27617,4204
"5132","S01011637",3642,5366,5836,1731,5394,5838,1405,29212,4767
"5133","S01011638",6007,5401,6495,5799,4877,5420,2009,36008,6561
"5134","S01011639",2496,6345,6207,1066,5616,6339,1040,29109,4721
"5135","S01011640",3500,5394,5272,887,5643,6423,345,27464,4157
"5136","S01011641",5828,2905,3876,1924,782,1122,671,17108,1471
"5137","S01011642",5169,3263,2721,3035,4663,3634,200,22685,2708
"5138","S01011643",1068,3264,1334,3828,2889,2781,5335,20499,2210
"5139","S01011644",6048,4384,5943,3116,4314,3871,493,28169,4407
"5140","S01011645",4817,4911,5209,4458,4433,4337,958,29123,4727
"5141","S01011646",6559,2359,3084,1912,789,1123,337,16163,1263
"5142","S01011647",2201,1879,1170,399,1456,1632,2404,11141,453
"5143","S01011648",398,2674,620,1840,4055,3635,658,13880,842
"5144","S01011649",1788,3871,2785,2663,5522,5421,3234,25284,3447
"5145","S01011650",4206,2605,2586,3366,3590,4948,2031,23332,2889
"5146","S01011651",3241,4414,4958,3241,3489,3636,3011,25990,3657
"5147","S01011652",3213,2583,4020,2121,1791,2449,4260,20437,2193
"5148","S01011653",2071,5685,5431,1060,5153,5422,1362,26184,3714
"5149","S01011654",3203,4330,6129,5213,5625,5696,2677,32873,5963
"5150","S01011655",4282,6600,6569,5186,6230,6635,2992,38494,6828
"5151","S01011656",1130,6730,6362,2588,6688,6843,5204,35545,6491
"5152","S01011657",1409,5684,5849,4182,6532,6819,1035,31510,5564
"5153","S01011658",2539,6598,5343,3464,5160,5839,1104,30047,5074
"5154","S01011659",4507,6028,5790,1995,5949,5697,4327,34293,6273
"5155","S01011660",5106,3687,4040,3498,3049,3123,2246,24749,3266
"5156","S01011661",4115,6290,5667,2883,4452,5553,3641,32601,5878
"5157","S01011662",1372,2862,1239,435,845,1124,1997,9874,330
"5158","S01011663",776,5641,4726,181,6917,6502,1862,26605,3868
"5159","S01011664",2676,6848,6424,1464,5858,5698,3084,32052,5734
"5160","S01011665",4457,5232,6588,3947,6392,5937,2652,35205,6430
"5161","S01011666",3532,6286,6656,5405,6506,6687,1838,36910,6663
"5162","S01011667",4584,5855,6736,4452,5637,6424,2322,36010,6562
"5163","S01011668",1644,6662,5133,771,6313,6569,1913,29005,4682
"5164","S01011669",5479,3199,5063,5467,2965,3872,2689,28734,4582
"5165","S01011670",1406,6430,4141,447,5832,6044,644,24944,3330
"5166","S01011671",5773,4217,5434,5578,3173,3637,2877,30689,5284
"5167","S01011672",4956,4827,5891,3620,5487,4757,737,30275,5139
"5168","S01011673",2728,5816,6080,1450,5559,6425,718,28776,4596
"5169","S01011674",959,4598,1728,3139,3635,3384,2627,20070,2106
"5170","S01011675",2619,6319,5731,2445,5138,5554,2807,30613,5255
"5171","S01011676",2898,6407,6240,2315,6231,6045,980,31116,5434
"5172","S01011677",290,3604,1139,1744,2859,5124,1310,16070,1250
"5173","S01011678",1998,6518,6411,3109,6208,6426,598,31268,5489
"5174","S01011679",274,2719,513,462,1521,2044,3960,11493,499
"5175","S01011680",2782,6677,6408,1916,6466,6340,5947,36536,6622
"5176","S01011681",3493,5518,5286,1004,5449,4570,5479,30799,5316
"5177","S01011682",3183,5011,4516,4884,604,4949,5511,28658,4547
"5178","S01011683",683,5052,578,6485,2808,3385,5175,24166,3101
"5179","S01011684",4176,5395,4810,1932,3939,4117,5452,29821,4992
"5180","S01011685",729,2633,1080,279,1457,2450,3465,12093,572
"5181","S01011686",5373,2615,2617,2693,1448,2045,1780,18571,1794
"5182","S01011687",3171,5469,5944,1523,5590,4758,3568,30023,5056
"5183","S01011688",544,3481,553,4898,2557,3124,5683,20840,2288
"5184","S01011689",935,2620,598,3747,1454,1125,5942,16421,1317
"5185","S01011690",1015,3410,1099,662,3856,3125,4101,17268,1499
"5186","S01011691",692,3327,1181,262,2539,2782,6304,17087,1468
"5187","S01011692",3265,5976,5646,2152,6072,5423,3182,31716,5633
"5188","S01011693",3915,2652,3191,2723,3032,2451,1111,19075,1896
"5189","S01011694",211,2180,977,172,2847,2046,218,8651,236
"5190","S01011695",84,2306,64,6417,709,1633,4087,15300,1102
"5191","S01011696",391,735,69,63,534,636,395,2823,14
"5192","S01011697",734,2274,1271,361,3330,3126,1908,13004,701
"5193","S01011698",3872,5302,2583,5516,3402,3873,2549,27097,4044
"5194","S01011699",3351,3233,1198,4373,1621,2047,2193,18016,1669
"5195","S01011700",5862,3690,5684,5289,3921,4118,632,29196,4758
"5196","S01011701",4207,1806,1725,2084,2159,1634,3387,17002,1449
"5197","S01011702",6338,3306,5230,4340,3954,2783,2021,27972,4336
"5198","S01011703",907,1568,111,6581,909,1635,3915,15626,1159
"5199","S01011704",1057,1759,1447,274,2107,637,4738,12019,561
"5200","S01011705",1074,4667,3868,778,5011,5276,3645,24319,3138
"5201","S01011706",4548,4117,6162,4478,3439,4338,3989,31071,5417
"5202","S01011707",5951,2341,1999,4776,1653,1126,2872,20718,2261
"5203","S01011708",4213,4426,5285,4480,4587,4339,1386,28716,4578
"5204","S01011709",1799,4314,3410,3146,3195,2784,3932,22580,2677
"5205","S01011710",1923,6680,4746,268,6589,5840,1703,27749,4260
"5206","S01011711",2511,6676,6732,1677,6503,6142,1761,32002,5715
"5207","S01011712",2646,4672,5607,5391,4975,5277,1198,29766,4973
"5208","S01011713",6060,4617,5828,5280,3488,3638,1292,30203,5116
"5209","S01011714",533,2233,528,35,1293,1127,215,5964,78
"5210","S01011715",2087,5958,5825,1436,5791,5278,927,27302,4109
"5211","S01011716",1155,2733,1415,397,1964,2048,37,9749,319
"5212","S01011717",6684,3914,4906,4896,844,1636,645,23525,2940
"5213","S01011718",259,1361,486,101,1710,1128,2285,7330,150
"5214","S01011719",1655,1633,225,802,561,638,4549,10063,352
"5215","S01011720",6679,2280,3653,3807,1201,1129,2207,20956,2310
"5216","S01011721",5371,5373,5216,2716,3296,3386,2980,28338,4452
"5217","S01011722",6051,5172,6144,4283,3500,5555,3174,33879,6184
"5218","S01011723",4097,4623,3988,2901,3174,3874,1974,24631,3235
"5219","S01011724",284,2585,1429,133,3983,4759,1920,15093,1065
"5220","S01011725",596,1553,506,277,684,211,1206,5033,50
"5221","S01011726",2297,1972,987,289,734,1637,1187,9103,270
"5222","S01011727",411,1041,226,147,768,639,5062,8294,205
"5223","S01011728",3779,4550,3380,1842,3719,3639,716,21625,2459
"5224","S01011729",3106,5202,6119,1468,5681,5556,4372,31504,5562
"5225","S01011730",6942,3625,5423,6324,2396,2049,3263,30022,5055
"5226","S01011731",6290,4839,5374,2286,3119,3127,1163,26198,3722
"5227","S01011732",6714,2046,2163,3378,867,1130,1595,17893,1633
"5228","S01011733",5523,4483,5862,2470,2961,3128,4175,28602,4536
"5229","S01011734",5409,3042,5246,2954,3453,3387,2697,26188,3719
"5230","S01011735",6534,2220,3336,3335,1067,1131,399,18022,1672
"5231","S01011736",1389,4174,2431,627,2610,4760,653,16644,1374
"5232","S01011737",1847,4508,3397,1296,3193,4761,2354,21356,2390
"5233","S01011738",3048,3846,5325,2330,4351,4340,4419,27659,4221
"5234","S01011739",2008,5587,3096,5611,3251,5841,3859,29253,4781
"5235","S01011740",1437,5266,5089,1795,5959,6240,3157,28943,4661
"5236","S01011741",3091,5211,5895,2379,4535,5279,2129,28519,4508
"5237","S01011742",3586,4662,3330,1609,4690,4762,5050,27689,4234
"5238","S01011743",4253,4093,4811,2940,3686,4341,3813,27937,4326
"5239","S01011744",2521,4840,6291,5601,4729,5280,4320,33582,6130
"5240","S01011745",5054,6014,6639,6162,5411,5281,3873,38434,6823
"5241","S01011746",1559,6004,4667,1015,4752,6341,84,24422,3172
"5242","S01011747",1192,5800,4553,605,5556,6241,603,24550,3214
"5243","S01011748",838,5050,2876,864,4092,5424,2778,21922,2526
"5244","S01011749",350,5285,2946,1295,5337,6427,4218,25858,3627
"5245","S01011750",3736,4953,5590,1954,4436,4950,5178,30797,5313
"5246","S01011751",806,4850,5674,480,6066,5557,1335,24768,3273
"5247","S01011752",2029,3821,3748,3380,3308,4763,3078,24127,3087
"5248","S01011753",4503,1999,2359,4852,1406,3640,1129,19888,2064
"5249","S01011754",4677,3934,5250,2479,3358,4119,758,24575,3219
"5250","S01011755",2031,3518,4495,3110,4127,5425,2439,25145,3399
"5251","S01011756",3047,3809,4794,1829,3383,5558,2385,24805,3283
"5252","S01011757",4553,4914,6027,1623,4957,5426,1886,29386,4835
"5253","S01011758",3788,4641,3966,1805,3393,3641,2710,23944,3045
"5254","S01011759",4644,5108,5787,1179,3415,4120,268,24521,3203
"5255","S01011760",3346,4378,5076,3059,3850,4571,2140,26420,3797
"5256","S01011761",575,3743,2479,233,4298,4764,3599,19691,2019
"5257","S01011762",1727,4772,4031,2327,4487,5282,1400,24026,3065
"5258","S01011763",5376,4854,5976,3060,3885,3875,1979,29005,4683
"5259","S01011764",5070,4542,3579,573,2466,2050,3560,21840,2509
"5260","S01011765",3389,2009,1527,672,1320,640,2667,12224,591
"5261","S01011766",4210,3109,1832,1941,2177,2051,4151,19471,1974
"5262","S01011767",5668,5047,6356,5534,4860,5283,2873,35621,6505
"5263","S01011768",2759,4964,4015,2839,5148,5125,1992,26842,3959
"5264","S01011769",5543,5693,6314,5577,3783,3876,3828,34614,6320
"5265","S01011770",4233,4727,5348,5025,4292,3642,987,28254,4424
"5266","S01011771",2871,1636,1110,324,1420,1132,430,8923,256
"5267","S01011772",4114,1109,1073,739,1463,641,466,9605,307
"5268","S01011773",943,1160,358,90,769,1133,158,4611,41
"5269","S01011774",1211,1974,2138,251,4794,4121,1629,16118,1258
"5270","S01011775",1122,1150,413,67,371,642,1874,5639,67
"5271","S01011776",1104,1399,859,34,745,1638,563,6342,95
"5272","S01011777",1951,1314,1333,459,2678,1134,406,9275,284
"5273","S01011778",1188,1064,1296,645,3120,2052,458,9823,326
"5274","S01011779",5550,1842,2048,1528,405,643,1973,13989,865
"5275","S01011780",3439,1238,1848,393,621,1639,689,9867,329
"5276","S01011781",3926,2268,1575,473,1006,1135,1863,12246,597
"5277","S01011782",6585,1787,3895,2640,987,644,343,16881,1420
"5278","S01011783",6382,1990,2796,1449,984,1640,380,15621,1157
"5279","S01011784",3057,4766,5320,2869,5523,4951,5144,31630,5607
"5280","S01011785",6157,4276,6195,3354,4590,4122,4943,33637,6144
"5281","S01011786",64,1235,276,8,1478,1641,4131,8833,248
"5282","S01011787",1672,5739,5858,2228,6204,5842,4043,31586,5592
"5283","S01011788",1496,684,390,98,665,1136,5503,9972,341
"5284","S01011789",618,3721,258,6831,1712,2452,3954,19546,1989
"5285","S01011790",1138,4931,2153,3678,4231,5126,2457,23714,2999
"5286","S01011791",3764,5417,6284,3789,5246,5699,1220,31419,5535
"5287","S01011792",6654,5128,6764,6437,5303,5427,4746,40459,6912
"5288","S01011793",4250,3757,1650,6653,2475,2053,5741,26579,3854
"5289","S01011794",4416,5860,6213,1848,5214,5127,4259,32937,5978
"5290","S01011795",2566,5748,6182,2172,5801,5559,1692,29720,4954
"5291","S01011796",1933,5492,3793,3948,5769,5560,4093,30588,5245
"5292","S01011797",5095,2465,2095,1691,640,1642,5338,18966,1874
"5293","S01011798",2034,5657,5171,1987,4847,5284,1066,26046,3679
"5294","S01011799",5232,3967,3424,2789,3127,2054,6213,26806,3949
"5295","S01011800",3713,5888,4556,3418,4357,3129,2653,27714,4245
"5296","S01011801",2175,5354,5087,503,6031,6046,3252,28448,4489
"5297","S01011802",3373,5866,5764,2837,5311,5285,3913,32349,5809
"5298","S01011803",2227,5230,4542,3894,4247,5428,4919,30487,5216
"5299","S01011804",5132,3541,4585,3677,5182,3643,5110,30870,5336
"5300","S01011805",5948,1926,2218,5800,3071,1643,5718,26324,3770
"5301","S01011806",5033,2882,2186,4585,3220,2453,6885,27244,4089
"5302","S01011807",6231,3326,2654,3713,1617,645,6750,24936,3328
"5303","S01011808",3748,3121,2949,4319,3243,3877,5092,26349,3777
"5304","S01011809",5053,2621,2450,4394,1682,1137,6903,24240,3119
"5305","S01011810",5108,3722,2914,4975,2194,2055,6516,27484,4166
"5306","S01011811",4936,3033,1961,2975,1045,1138,6959,22047,2548
"5307","S01011812",4799,2289,2771,2254,1245,1644,6807,21809,2502
"5308","S01011813",3612,3191,1859,3751,2213,2454,6059,23139,2839
"5309","S01011814",3965,2439,1824,2551,1650,1645,6661,20735,2267
"5310","S01011815",1946,2649,646,1925,2299,1139,6158,16762,1391
"5311","S01011816",4135,1754,864,5003,754,1646,6406,20562,2221
"5312","S01011817",3374,2986,332,6103,380,2455,6126,21756,2493
"5313","S01011818",5628,3712,2952,2161,3421,1647,5677,25198,3418
"5314","S01011819",3944,4736,4386,4798,4013,3130,6137,31144,5442
"5315","S01011820",5788,3332,4529,4886,3217,4123,5236,31111,5433
"5316","S01011821",1725,4015,3620,4725,5921,4765,6573,31344,5516
"5317","S01011822",3520,3775,4776,5849,4557,4342,5676,32495,5848
"5318","S01011823",3989,3485,3363,3578,4191,2785,4334,25725,3577
"5319","S01011824",4255,5107,2942,1922,5320,4343,5059,28948,4666
"5320","S01011825",5279,3691,3311,5415,3205,2786,6645,30332,5163
"5321","S01011826",4989,2337,3412,3467,3871,2456,4352,24884,3307
"5322","S01011827",6676,3839,6613,6647,3810,3644,5620,36849,6654
"5323","S01011828",5801,3234,2829,5294,1895,2787,6796,28636,4543
