"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"413","S01006918",2869,2335,660,515,3018,327,5921,15645,1164
"414","S01006919",5977,2216,1308,4379,2758,1307,4975,22920,2764
"415","S01006920",5366,2890,3058,3107,4561,2200,6669,27851,4292
"416","S01006921",681,1161,153,40,1125,45,2344,5549,64
"417","S01006922",1743,2958,281,5071,307,804,6820,17984,1658
"418","S01006923",6604,2769,3076,4215,2745,805,6279,26493,3815
"419","S01006924",3360,1154,492,1215,167,1308,4770,12466,620
"420","S01006925",6732,2841,1976,3529,2936,1770,5518,25302,3451
"421","S01006926",1040,1315,290,340,1880,46,3538,8449,219
"422","S01006927",17,555,50,91,2283,806,4647,8449,220
"423","S01006928",1217,2542,1200,1423,2235,1309,4331,14257,909
"424","S01006929",3770,324,465,532,117,47,4167,9422,289
"425","S01006930",5617,719,1058,2119,217,48,6392,16170,1266
"426","S01006931",2771,1455,717,1663,611,1310,6889,15416,1127
"427","S01006932",39,1067,17,2100,2278,807,4836,11144,454
"428","S01006933",4541,752,460,617,170,49,4838,11427,489
"429","S01006934",3300,3272,1123,6064,2009,808,6477,23053,2809
"430","S01006935",6127,1060,2111,4789,264,50,2598,16999,1447
"431","S01006936",6054,1655,2481,2645,2354,1311,5836,22336,2619
"432","S01006937",5608,1036,1470,3081,795,328,5935,18253,1719
"433","S01006938",6083,2177,3461,4443,3847,1312,4878,26201,3723
"434","S01006939",4465,972,773,1540,361,329,5168,13608,796
"435","S01006940",5030,1146,939,2145,823,330,5972,16385,1309
"436","S01006941",2721,1911,964,467,2090,809,6447,15409,1125
"437","S01006942",2919,1249,581,327,1522,331,4726,11655,518
"438","S01006943",371,188,42,9,181,332,6222,7345,153
"439","S01006944",101,709,54,512,2504,2201,4715,10796,427
"440","S01006945",5696,1178,1329,3315,961,333,5417,18229,1716
"441","S01006946",3418,1559,673,1116,1052,51,6550,14419,937
"442","S01006947",576,1509,380,154,2950,1313,5936,12818,669
"443","S01006948",5267,2144,1994,3980,3094,810,6644,23933,3038
"444","S01006949",2574,1031,331,917,725,52,6269,11899,548
"445","S01006950",15,976,175,761,2953,3203,3614,11697,525
"446","S01006951",4394,2387,2076,3269,2978,1314,5772,22190,2588
"447","S01006952",5422,2955,1878,4976,2064,1315,6420,25030,3358
"448","S01006953",2687,1487,401,989,646,334,4460,11004,442
"449","S01006954",4183,2313,713,2015,681,335,6679,16919,1430
"450","S01006955",3028,2778,2610,1475,5036,3204,4060,22191,2589
"451","S01006956",548,969,440,196,2492,1316,5526,11487,497
"452","S01006957",2937,1665,701,544,1033,336,5853,13069,714
"453","S01006958",5708,2636,1815,6668,574,1317,3458,22176,2586
"454","S01006959",5015,4210,6363,4910,5542,4192,5418,35650,6510
"455","S01006960",188,966,260,38,2614,811,3529,8406,215
"456","S01006961",82,731,90,37,88,53,1469,2550,11
"457","S01006962",6578,3506,2440,5882,431,337,5296,24470,3187
"458","S01006963",4378,2471,1705,3108,498,812,2186,15158,1081
"459","S01006964",3679,2694,1479,3644,376,813,6338,19023,1887
"460","S01006965",6420,2695,3545,4007,2600,814,2781,22862,2748
"461","S01006966",2512,4198,3110,1619,5176,3472,2523,22610,2687
"462","S01006967",2999,2304,678,930,158,815,1074,8958,259
"463","S01006968",6353,4195,1843,3055,3852,2908,4641,26847,3963
"464","S01006969",6790,3901,5191,4955,2842,2557,6229,32465,5840
"465","S01006970",5035,1260,1092,980,1581,338,5427,15713,1181
"466","S01006971",6085,4882,3512,5537,5558,3712,3735,33021,5998
"467","S01006972",1475,2154,450,4349,918,816,6021,16183,1269
"468","S01006973",3275,1697,1032,5970,2270,817,5615,20676,2244
"469","S01006974",3423,890,840,909,2350,1318,5423,15153,1078
"470","S01006975",2934,2101,863,3810,1049,818,6927,18502,1779
"471","S01006976",4549,1937,650,3683,201,339,6839,18198,1709
"472","S01006977",2340,2391,1149,2109,1480,2202,6682,18353,1748
"473","S01006978",3661,2329,2128,4505,2727,2558,6316,24224,3115
"474","S01006979",4101,3009,1335,4515,3272,1319,5671,23222,2860
"475","S01006980",2890,1861,1053,3242,778,819,5548,16191,1271
"476","S01006981",2859,1987,965,1644,2938,1771,6446,18610,1804
"477","S01006982",2081,2294,786,560,3351,820,5405,15297,1101
"478","S01006983",3796,2275,1516,793,1946,1772,6489,18587,1799
"479","S01006984",1276,1091,299,4302,1491,340,6492,15291,1098
"480","S01006985",5188,3430,1962,3641,3819,1320,6375,25735,3583
"481","S01006986",1992,2273,1640,625,2676,1773,3674,14653,976
"482","S01006987",5501,2891,1977,4196,3782,1774,4829,24950,3333
"483","S01006988",1038,1590,860,254,3152,1775,6670,15339,1114
"484","S01006989",2975,1365,511,1783,1324,54,6622,14634,971
"485","S01006990",447,894,164,137,1512,1321,5761,10236,362
"486","S01006991",5113,5095,3920,4767,5052,3953,4443,32343,5808
"487","S01006992",2878,1859,1352,1811,340,1322,6883,16445,1322
"488","S01006993",2735,2975,1419,1974,989,2203,6964,19259,1927
"489","S01006994",2737,2430,2273,3793,1216,2204,6765,21418,2406
"490","S01006995",1652,2606,954,1530,1494,341,6732,15309,1105
"491","S01006996",1492,4130,728,939,4052,1323,5226,17890,1631
"492","S01006997",1650,1309,356,878,2029,55,6526,12803,666
"493","S01006998",3024,2205,710,3969,1941,821,5063,17733,1605
"494","S01006999",4582,3635,2867,3215,877,1776,6906,23858,3019
"495","S01007000",5276,3418,1421,3637,4273,1777,6248,26050,3680
"496","S01007001",5187,3171,2261,3327,2919,2909,5188,24962,3336
"497","S01007002",3547,3532,1056,1001,3576,2559,6615,21886,2518
"498","S01007003",2196,3502,623,1871,1838,1324,6908,18262,1723
"499","S01007004",3285,3001,1826,3517,1600,1778,6702,21709,2481
"500","S01007005",4583,2116,876,2636,1680,822,5485,18198,1710
"501","S01007006",5000,3911,3362,2990,3573,2910,6892,28638,4544
"502","S01007007",4197,3480,2572,2641,2249,2205,6831,24175,3104
"503","S01007008",5944,4880,4872,2599,5159,3473,6636,33563,6123
"504","S01007009",5061,4615,3269,5750,4033,2911,5326,30965,5371
"505","S01007010",6896,3536,5973,5790,3802,1779,2284,30060,5078
"506","S01007011",5323,5284,5159,5707,5512,4995,5843,37823,6773
"507","S01007012",4680,6757,3283,1869,6278,5172,4463,32502,5852
"508","S01007013",4299,3865,1990,1799,1158,823,5708,19642,2004
"509","S01007014",2543,3145,1204,1216,1115,1325,6553,17101,1470
"510","S01007015",1935,3340,1517,2471,2154,1780,5975,19172,1910
"511","S01007016",2418,3405,993,896,1586,1326,6773,17397,1529
"512","S01007017",4740,6102,3924,5123,5069,3713,3402,32073,5745
"513","S01007018",5833,4926,1938,2283,2972,1327,5776,25055,3371
"514","S01007019",6072,5636,4080,5328,3904,3474,6206,34700,6336
"515","S01007020",5540,4287,5991,5714,4060,3714,4958,34264,6266
"516","S01007021",4812,5340,5634,4336,3474,2912,4216,30724,5296
"517","S01007022",5646,4554,3580,1388,4746,3205,3455,26574,3853
"518","S01007023",4724,4594,4404,3070,3155,2206,6733,28886,4634
"519","S01007024",5263,4041,4497,4292,2209,2913,6690,29905,5018
"520","S01007025",4632,5650,3274,4760,5121,4193,4544,32174,5768
"521","S01007026",6125,4639,5960,5362,3322,2914,5574,33896,6189
"522","S01007027",5967,4032,5234,3554,3797,2915,5799,31298,5496
"523","S01007028",4854,3495,1857,6191,1707,2207,6562,26873,3975
"524","S01007029",3308,4732,3265,3222,1285,1328,6972,24112,3081
"525","S01007030",5259,5799,3456,2620,4473,3475,5949,31031,5401
"526","S01007031",4542,4775,4048,3339,4940,3954,5663,31261,5484
"527","S01007032",4888,4472,5180,5477,4591,4649,6115,35372,6463
"528","S01007033",4405,5251,4823,3163,5106,3715,4996,31459,5549
"529","S01007034",3815,3842,4259,2022,4674,2916,6373,27901,4311
"530","S01007035",4430,6360,3909,3255,5855,5470,5438,34717,6339
"531","S01007036",6299,4144,4450,3079,3960,2917,5974,30823,5323
"532","S01007037",3939,5829,4829,2613,5277,3476,4619,30582,5242
"533","S01007038",3330,4444,3946,2881,4209,4836,2678,26324,3768
"534","S01007039",2404,5383,1540,3190,4638,3477,5684,26316,3764
"535","S01007040",3391,5753,4728,3340,5272,3955,4516,30955,5368
"536","S01007041",4216,4799,4100,4907,4460,3956,6354,32792,5937
"537","S01007042",3419,5085,2781,3037,3730,3206,4027,25285,3449
"538","S01007043",5506,3431,2389,3386,1215,2208,6921,25056,3372
"539","S01007044",6381,4463,5516,5766,2806,3957,4869,33758,6169
"540","S01007045",5509,4218,2791,4911,1036,2560,6940,27965,4333
"541","S01007046",4590,4917,5484,4828,1981,2918,6230,30948,5367
"542","S01007047",4996,4466,3762,3758,1263,1329,6725,26299,3755
"543","S01007048",3730,4326,3530,4081,2231,2561,6958,27417,4141
"544","S01007049",3579,5810,3886,2960,4982,4650,5826,31693,5625
"545","S01007050",4149,4801,3634,4229,3261,3478,5396,28948,4665
"546","S01007051",3850,3950,1270,2400,3695,1330,4485,20980,2313
"547","S01007052",2000,4057,474,5841,1987,1781,5943,22083,2559
"548","S01007053",3327,2286,2162,3128,171,1331,6720,19125,1904
"549","S01007054",4805,4942,4546,3769,3937,4194,6069,32262,5791
"550","S01007055",3994,3293,439,3206,599,824,6507,18862,1859
"551","S01007056",3518,3318,2495,2102,1233,1782,6396,20844,2289
"552","S01007057",6924,4678,3291,5589,2979,2209,6828,32498,5850
"553","S01007058",6482,5737,6124,5567,5221,4195,5115,38441,6825
"554","S01007059",4293,4465,2930,1947,3540,2919,6510,26604,3866
"555","S01007060",3198,6152,4067,908,5595,5173,5814,30907,5343
"556","S01007061",2462,1440,793,1560,1003,342,6900,14500,947
"557","S01007062",3358,2139,1252,3334,1361,2210,6739,20393,2178
"558","S01007063",5429,3940,3349,3521,3090,1783,5490,26602,3864
"559","S01007064",1955,3024,889,5685,2315,1784,6257,21909,2523
"560","S01007065",4496,2068,2310,2729,2448,2211,6782,23044,2807
"561","S01007066",3191,2847,2616,4273,1590,2212,6487,23216,2859
"562","S01007067",6756,2596,2341,5460,1007,1785,6322,26267,3734
"563","S01007068",5841,3949,5638,3693,5157,4196,2513,30987,5384
"564","S01007069",1688,4812,3031,1205,3756,2920,5608,23020,2797
"565","S01007070",4401,5154,5435,5223,4648,3958,4482,33301,6061
"566","S01007071",3588,4033,2203,2649,4398,2562,2973,22406,2636
"567","S01007072",2056,3519,1061,919,2148,825,4232,14760,995
"568","S01007073",2746,5056,2550,1833,2001,826,4373,19385,1959
"569","S01007074",3515,5672,2037,3023,5074,3479,3651,26451,3805
"570","S01007075",3123,6073,3377,1610,5156,3716,5785,28840,4620
"571","S01007076",3289,5434,2322,1314,3896,3480,3334,23069,2811
"572","S01007077",5855,5939,3220,5782,3370,2921,6498,33585,6133
"573","S01007078",5336,5480,5275,4055,4900,4197,4323,33566,6125
"574","S01007079",4886,5594,6479,5819,5334,4425,3120,35657,6512
"575","S01007080",4356,5878,6237,3708,4989,4996,1179,31343,5515
"576","S01007081",1258,6255,3112,592,5383,4426,2112,23138,2838
"577","S01007082",3005,5842,5137,1404,4754,5601,2235,27978,4340
"578","S01007083",2184,6629,6335,3024,6468,5748,3716,34104,6232
"579","S01007084",6805,4902,6365,5683,3230,3207,3528,33720,6164
"580","S01007085",2528,3795,3044,3238,3513,3717,3640,23475,2927
"581","S01007086",610,5350,2420,4690,5751,6168,4860,29849,5006
"582","S01007087",2341,5592,5602,4191,5469,5324,4639,33158,6032
"583","S01007088",1853,6750,6125,1948,6217,5602,5069,33564,6124
"584","S01007089",6270,3439,1375,2980,1142,343,5538,21087,2342
"585","S01007090",1638,4266,1353,3719,856,344,4264,16440,1320
"586","S01007091",250,4146,741,140,5336,3959,4433,19005,1881
"587","S01007092",6032,6613,6827,5406,5924,5471,4978,41251,6930
"588","S01007093",6385,4047,4254,4005,1408,1332,5863,27294,4102
"589","S01007094",5176,4923,3212,3282,2056,2563,3941,25153,3402
"590","S01007095",3334,3429,2439,2531,914,1786,5461,19894,2066
"591","S01007096",1670,2802,1005,1514,2650,827,5768,16236,1281
"592","S01007097",669,3387,10,6861,106,1333,4961,17327,1514
"593","S01007098",1800,2425,548,2811,176,828,4848,13436,775
"594","S01007099",2266,3511,1747,1076,2846,1334,6007,18787,1841
"595","S01007100",4398,3851,2381,2449,3046,2213,6640,24978,3340
"596","S01007101",5223,6169,4644,1769,6022,4427,5886,34140,6244
"597","S01007102",4424,4153,3271,3326,1094,1787,5986,24041,3070
"598","S01007103",3975,4303,2767,1785,3661,2922,3719,23132,2834
"599","S01007104",4359,4582,2644,3196,366,1788,6649,23584,2957
"600","S01007105",4867,4862,5090,2686,3424,3208,4600,28737,4583
"601","S01007106",6103,4648,5850,4169,3303,3209,6104,33386,6083
"602","S01007107",2576,3509,1623,2941,1012,829,6813,19303,1939
"603","S01007108",1526,3848,753,6529,794,2214,6873,22537,2671
"604","S01007109",3332,5886,4062,2772,5876,4428,5697,32053,5735
"605","S01007110",2589,4932,2198,841,5103,4429,4803,24895,3312
"606","S01007111",4734,5024,3838,2266,3543,2564,5762,27731,4250
"607","S01007112",6661,4224,2864,5054,1575,345,5952,26675,3897
"608","S01007113",6646,3397,5962,5461,1884,2215,5014,30579,5241
"609","S01007114",5129,4835,3601,2249,2736,1789,4966,25305,3452
"610","S01007115",6607,4658,5247,1753,3141,3481,5400,30287,5145
"611","S01007116",1119,2828,430,80,973,56,5996,11482,496
"612","S01007117",5683,3252,1802,3342,1659,346,4090,20174,2124
"613","S01007118",1579,5645,4932,574,6265,4837,6404,30236,5126
"614","S01007119",4262,6350,4538,1492,6275,4198,4478,31593,5594
"615","S01007120",3155,5548,4448,2725,5853,5603,6694,34026,6215
"616","S01007121",6063,6184,6689,6370,6186,5749,5724,42965,6961
"617","S01007122",4234,3900,3942,4522,4836,4199,5342,30975,5378
"618","S01007123",4281,6150,5520,3825,4480,3718,3620,31594,5595
"619","S01007124",3776,5103,3526,1724,3941,2923,6808,27801,4278
"620","S01007125",2866,5897,3976,1047,4843,4651,5425,28705,4570
"621","S01007126",937,6227,5486,1280,6580,6068,6005,32583,5871
"622","S01007127",1146,5473,3951,3537,5438,5472,4487,29504,4880
"623","S01007128",5197,6466,6458,3976,6205,5604,4702,38608,6832
"624","S01007129",3410,431,785,808,1332,57,6689,13512,782
"625","S01007130",6078,2413,4620,4077,2327,1790,6584,27889,4305
"626","S01007131",6240,2229,3656,3642,3003,1335,5546,25651,3553
"627","S01007132",6046,1877,1628,2857,1162,347,5568,19485,1975
"628","S01007133",3751,2243,2576,1768,1666,2216,6456,20676,2245
"629","S01007134",4044,3295,3778,3154,2848,3960,6048,27127,4052
"630","S01007135",4247,827,1905,1351,1345,348,5810,15833,1206
"631","S01007136",1554,722,330,1020,3,830,6815,11274,472
"632","S01007137",294,886,157,73,805,349,2310,4874,45
"633","S01007138",4433,1634,2244,1550,1204,1791,6591,19447,1967
"634","S01007139",4069,3352,2011,1989,2197,1792,5142,20552,2219
"635","S01007140",4843,2362,1858,2904,2343,831,3241,18382,1756
"636","S01007141",1597,2041,569,3868,1206,832,5713,15826,1204
"637","S01007142",1378,1511,614,931,81,1336,4605,10456,391
"638","S01007143",237,673,216,10,711,350,3221,5418,58
"639","S01007144",6902,3336,1378,6546,980,1337,5354,25833,3617
"640","S01007145",6816,2653,4164,5789,2582,2217,2378,26599,3862
"641","S01007146",4994,2709,3067,2303,2779,1793,1996,19641,2002
"642","S01007147",6490,1885,4583,4404,1642,1794,2642,23440,2918
"643","S01007148",5675,1233,1361,1364,1200,351,3147,14331,922
"644","S01007149",6839,2684,4643,5267,881,1338,2961,24613,3227
"645","S01007150",6963,1931,5613,6545,1556,352,4140,27100,4046
"646","S01007151",3306,1608,883,3735,244,833,5225,15834,1207
"647","S01007152",6728,2019,4265,2861,1974,1339,4070,23256,2869
"648","S01007153",5850,1832,2575,3574,2668,1340,2528,20367,2172
"649","S01007154",6944,3407,6787,6446,3834,3719,2283,33420,6087
"650","S01007155",6076,2255,4899,4675,3012,2218,3684,26819,3955
"651","S01007156",5702,3688,3042,3784,2622,2565,1227,22630,2695
"652","S01007157",3587,3341,2925,1064,4453,3720,1957,21047,2337
"653","S01007158",3175,2301,1788,1236,2496,1341,1231,13568,792
"654","S01007159",2519,4245,1408,5148,3751,3961,2588,23620,2965
"655","S01007160",5312,4045,4318,2882,4415,4200,4011,29183,4751
"656","S01007161",5925,3225,2131,3903,2855,3962,1553,23554,2947
"657","S01007162",4861,2298,3865,3479,5045,3482,4161,27191,4076
"658","S01007163",6583,3412,3263,5059,3170,2566,949,25002,3350
"659","S01007164",6234,2705,4611,5323,2137,2219,4072,27301,4106
"660","S01007165",6668,1219,4264,2616,1840,1795,1509,19911,2072
"661","S01007166",6691,2049,3319,2851,2695,2567,2606,22778,2731
"662","S01007167",6579,1714,3046,4068,1073,834,4595,21909,2524
"663","S01007168",6748,1959,3302,4361,296,835,549,18050,1677
"664","S01007169",6235,1709,3429,2916,3587,1342,4239,23457,2920
"665","S01007170",4743,2350,1427,3621,1264,1796,6848,22049,2549
"666","S01007171",969,3498,484,6445,1070,2220,5716,20402,2179
"667","S01007172",6113,2442,992,6090,722,1343,5345,23047,2808
"668","S01007173",2366,2894,1025,412,1939,1344,2970,12950,693
"669","S01007174",3557,3623,2382,249,3886,3721,5888,23306,2882
"670","S01007175",6357,4700,4305,3608,2834,1797,4324,27925,4320
"671","S01007176",4792,3876,3893,940,3309,2221,1772,20803,2280
"672","S01007177",4685,4389,4952,1186,6148,4838,2262,28460,4497
"673","S01007178",2681,5245,6548,816,6822,6169,4486,32767,5929
"674","S01007179",6911,3419,5039,4418,1531,1798,4636,27752,4262
"675","S01007180",6327,2777,3807,4961,2545,2568,3553,26538,3838
"676","S01007181",6920,3076,4589,3627,2190,2569,1429,24400,3162
"677","S01007182",6399,3017,4306,4926,3432,3722,4127,29929,5030
"678","S01007183",4829,3923,5785,5661,4488,4430,3490,32606,5879
"679","S01007184",4528,4396,5304,6095,4619,5473,3790,34205,6255
"680","S01007185",4296,5432,5783,2681,6088,6069,5480,35829,6541
"681","S01007186",2126,4978,4473,5172,6202,6517,4241,33709,6162
"682","S01007187",4203,4514,5639,6278,5740,5605,5203,37182,6693
"683","S01007188",3706,3302,4592,5883,3710,4431,4880,30504,5219
"684","S01007189",5983,5520,6510,6301,6197,5606,1945,38062,6799
"685","S01007190",6919,5330,4424,5266,3853,2924,4019,32735,5916
"686","S01007191",3093,5256,4456,3363,4280,3723,2674,26845,3962
"687","S01007192",1223,6195,1001,6211,4221,5607,2459,26917,3989
"688","S01007193",2311,5990,4612,915,5100,4997,586,24511,3196
"689","S01007194",1994,6770,4072,691,6431,6366,4147,30471,5206
"690","S01007195",3380,5485,3678,610,5867,5750,299,25069,3373
"691","S01007196",436,4560,696,658,5419,4652,3756,20177,2126
"692","S01007197",730,5400,3249,454,6870,6070,4865,27638,4214
"693","S01007198",1262,5489,2384,1381,5988,5751,4503,26758,3932
"694","S01007199",1721,5893,4256,938,6474,6792,587,26661,3893
"695","S01007200",3278,4683,2988,3328,5087,3963,841,24168,3102
"696","S01007201",6009,5301,4584,3364,5231,5325,4484,34298,6275
"697","S01007202",5145,5460,5223,3387,5539,4653,3350,32757,5922
"698","S01007203",5215,4824,3575,1640,3901,3724,6430,29309,4797
"699","S01007204",3624,2516,3312,4549,3229,2925,6347,26502,3824
"700","S01007205",4728,2654,1323,3691,1686,836,6785,21703,2479
"701","S01007206",5159,3774,3635,4862,4069,3483,6804,31786,5653
"702","S01007207",5800,3957,3407,4257,3551,3725,4429,29126,4728
"703","S01007208",2872,4156,3902,4967,5259,5326,4308,30790,5310
"704","S01007209",5633,3970,5144,6007,3535,3964,5715,33968,6202
"705","S01007210",5034,4800,3930,3733,5677,4654,4859,32687,5903
"706","S01007211",3833,4754,4651,4651,6222,5474,5080,34665,6329
"707","S01007212",5406,3052,2023,4527,2322,2570,5554,25454,3498
"708","S01007213",6059,3601,4888,5001,3142,2571,4782,30044,5071
"709","S01007214",4408,4922,6379,6202,6225,5608,5603,39347,6865
"710","S01007215",5451,4243,5270,4730,4539,4201,4701,33135,6025
"711","S01007216",3437,3626,3506,5218,2410,3210,4907,26314,3763
"712","S01007217",3274,5514,3880,3062,5530,5609,4193,31062,5413
"713","S01007218",6153,2819,2079,2733,1631,837,4893,21145,2349
"714","S01007219",4485,5171,4388,3430,5500,4202,3541,30717,5293
"715","S01007220",2809,5902,4525,2714,5090,4432,5393,30865,5334
"716","S01007221",3893,2584,648,3147,2109,2572,3743,18696,1821
"717","S01007222",4500,4222,2397,809,4422,3965,6770,27085,4041
"718","S01007223",4017,2040,1562,709,746,353,6577,16004,1236
"719","S01007224",5351,3151,3007,2001,3688,2926,4634,24758,3269
"720","S01007225",3490,2852,1906,3600,1782,1345,6393,21368,2394
"721","S01007226",5782,2672,1269,4559,1026,1346,6801,23455,2919
"722","S01007227",4741,3415,3965,3319,3417,3211,6646,28714,4576
"723","S01007228",4353,2292,3245,1234,2182,2573,6850,22729,2722
